codigo_ibge,municipio,percentual_sem_internet,renda_mediana_per_capita
2502300,Bom Sucesso - PB,17.67,644.8
2502409,Bonito de Santa Fé - PB,24.59,425.0
2502508,Boqueirão - PB,18.84,550.0
2502607,Igaracy - PB,21.53,537.33
2502706,Borborema - PB,27.04,433.33
2502805,Brejo do Cruz - PB,17.81,582.4
2502904,Brejo dos Santos - PB,24.97,633.33
2503001,Caaporã - PB,23.83,550.0
2503100,Cabaceiras - PB,13.69,606.0
2503209,Cabedelo - PB,9.52,900.0
2503308,Cachoeira dos Índios - PB,19.44,560.0
2503407,Cacimba de Areia - PB,24.07,550.0
2503506,Cacimba de Dentro - PB,27.07,433.33
2503555,Cacimbas - PB,15.5,400.0
2503605,Caiçara - PB,32.42,480.0
2503704,Cajazeiras - PB,13.78,750.0
2503753,Cajazeirinhas - PB,28.38,516.67
2503803,Caldas Brandão - PB,23.4,537.33
2503902,Camalaú - PB,28.53,533.33
2504009,Campina Grande - PB,11.33,808.0
2504033,Capim - PB,19.73,503.0
2504074,Caraúbas - PB,23.47,646.29
2504108,Carrapateira - PB,36.34,500.0
2504157,Casserengue - PB,24.29,404.0
2504207,Catingueira - PB,17.42,500.0
2504306,Catolé do Rocha - PB,18.23,756.0
2504355,Caturité - PB,25.64,480.0
2504405,Conceição - PB,24.85,503.0
2504504,Condado - PB,25.41,604.0
2504603,Conde - PB,14.89,604.0
2504702,Congo - PB,20.43,604.0
2504801,Coremas - PB,23.95,564.29
2504850,Coxixola - PB,15.8,606.0
2504900,Cruz do Espírito Santo - PB,32.78,584.8
2505006,Cubati - PB,31.79,537.33
2505105,Cuité - PB,24.36,600.6
2505204,Cuitegi - PB,22.25,500.0
2505238,Cuité de Mamanguape - PB,29.03,533.33
2505279,Curral de Cima - PB,25.01,500.0
2505303,Curral Velho - PB,20.41,604.0
2505352,Damião - PB,19.17,400.0
2505402,Desterro - PB,16.92,537.33
2505501,Vista Serrana - PB,26.07,502.0
2505600,Diamante - PB,25.8,537.33
2505709,Dona Inês - PB,30.55,404.0
2505808,Duas Estradas - PB,32.42,495.33
2505907,Emas - PB,20.29,625.0
2506004,Esperança - PB,19.84,600.0
2506103,Fagundes - PB,25.46,480.0
2506202,Frei Martinho - PB,16.36,701.5
2506251,Gado Bravo - PB,24.14,404.0
2506301,Guarabira - PB,17.42,681.0
2506400,Gurinhém - PB,26.1,537.33
2506509,Gurjão - PB,17.45,614.8
2506608,Ibiara - PB,21.13,550.0
2506707,Imaculada - PB,24.06,419.67
2506806,Ingá - PB,27.83,622.4
2506905,Itabaiana - PB,26.65,606.0
2507002,Itaporanga - PB,21.62,650.0
2507101,Itapororoca - PB,26.87,482.4
2507200,Itatuba - PB,28.44,528.0
2507309,Jacaraú - PB,24.69,522.4
2507408,Jericó - PB,17.06,637.33
2507507,João Pessoa - PB,8.79,1000.0
2507606,Juarez Távora - PB,24.46,606.0
2507705,Juazeirinho - PB,23.86,446.67
2507804,Junco do Seridó - PB,17.95,620.0
2507903,Juripiranga - PB,27.23,537.33
2508000,Juru - PB,21.02,450.0
2508109,Lagoa - PB,12.73,537.33
2508208,Lagoa de Dentro - PB,28.33,537.33
2508307,Lagoa Seca - PB,22.15,606.0
2508406,Lastro - PB,20.98,514.8
2508505,Livramento - PB,21.57,453.0
2508554,Logradouro - PB,22.82,533.33
2508604,Lucena - PB,23.04,580.0
2508703,Mãe d'Água - PB,25.7,537.33
2508802,Malta - PB,18.11,680.0
2508901,Mamanguape - PB,25.45,600.0
2509008,Manaíra - PB,20.52,400.0
2509057,Marcação - PB,34.9,425.0
2509107,Mari - PB,24.92,560.0
2509156,Marizópolis - PB,25.52,557.78
2509206,Massaranduba - PB,27.39,600.0
2509305,Mataraca - PB,28.54,535.33
2509339,Matinhas - PB,29.37,400.0
2509370,Mato Grosso - PB,22.22,653.0
2509396,Maturéia - PB,18.67,447.33
2509404,Mogeiro - PB,31.36,537.33
2509503,Montadas - PB,20.8,537.33
2509602,Monte Horebe - PB,31.11,404.0
2509701,Monteiro - PB,20.93,604.0
2509800,Mulungu - PB,28.99,600.0
2509909,Natuba - PB,24.29,403.0
2510006,Nazarezinho - PB,29.09,466.67
2510105,Nova Floresta - PB,21.81,533.33
2510204,Nova Olinda - PB,23.4,500.0
2510303,Nova Palmeira - PB,21.19,606.0
2510402,Olho d'Água - PB,24.87,303.0
2510501,Olivedos - PB,22.71,520.67
2510600,Ouro Velho - PB,26.88,606.0
2510659,Parari - PB,22.98,606.0
2510709,Passagem - PB,25.7,606.0
2510808,Patos - PB,14.71,750.0
2510907,Paulista - PB,21.65,625.0
2511004,Pedra Branca - PB,22.9,553.0
2511103,Pedra Lavrada - PB,21.13,600.0
2511202,Pedras de Fogo - PB,19.26,600.0
2511301,Piancó - PB,21.32,602.4
2511400,Picuí - PB,17.95,564.8
2511509,Pilar - PB,30.68,500.0
2511608,Pilões - PB,31.14,442.4
2511707,Pilõezinhos - PB,26.89,555.0
2511806,Pirpirituba - PB,23.93,537.33
2511905,Pitimbu - PB,17.09,604.0
2512002,Pocinhos - PB,24.86,516.67
2512036,Poço Dantas - PB,26.94,433.33
2512077,Poço de José de Moura - PB,16.07,606.0
2512101,Pombal - PB,17.69,653.0
2512200,Prata - PB,21.26,604.0
2512309,Princesa Isabel - PB,17.12,570.67
2512408,Puxinanã - PB,21.93,537.33
2512507,Queimadas - PB,16.89,600.0
2512606,Quixaba - PB,18.26,484.8
2512705,Remígio - PB,24.15,580.0
2512721,Pedro Régis - PB,30.02,404.0
2512747,Riachão - PB,32.97,404.0
2512754,Riachão do Bacamarte - PB,21.67,600.0
2512762,Riachão do Poço - PB,32.08,404.0
2512788,Riacho de Santo Antônio - PB,18.54,590.5
2512804,Riacho dos Cavalos - PB,24.94,537.33
2512903,Rio Tinto - PB,24.73,606.0
2513000,Salgadinho - PB,22.16,468.38
2513109,Salgado de São Félix - PB,28.46,500.0
2513158,Santa Cecília - PB,22.2,450.0
2513208,Santa Cruz - PB,20.3,606.0
2513307,Santa Helena - PB,21.37,678.0
2513356,Santa Inês - PB,25.62,524.8
2513406,Santa Luzia - PB,14.07,800.0
2513505,Santana de Mangueira - PB,31.3,404.0
2513604,Santana dos Garrotes - PB,32.78,564.8
2513653,Joca Claudino - PB,14.97,480.0
2513703,Santa Rita - PB,16.4,622.4
2513802,Santa Teresinha - PB,19.07,604.0
2513851,Santo André - PB,23.19,590.0
2513901,São Bento - PB,21.6,600.0
2513927,São Bentinho - PB,26.63,558.4
2513943,São Domingos do Cariri - PB,17.28,606.0
2513968,São Domingos - PB,24.95,553.0
2513984,São Francisco - PB,21.88,606.0
2514008,São João do Cariri - PB,19.09,800.0
2514107,São João do Tigre - PB,30.71,482.4
2514206,São José da Lagoa Tapada - PB,30.45,537.33
2514305,São José de Caiana - PB,23.34,450.0
2514404,São José de Espinharas - PB,22.11,537.33
2514453,São José dos Ramos - PB,26.01,404.0
2514503,São José de Piranhas - PB,25.16,624.0
2514552,São José de Princesa - PB,23.68,420.0
2514602,São José do Bonfim - PB,16.98,553.0
2514651,São José do Brejo do Cruz - PB,22.47,537.33
2514701,São José do Sabugi - PB,14.28,606.0
2514800,São José dos Cordeiros - PB,20.11,606.0
2514909,São Mamede - PB,16.67,729.14
2515005,São Miguel de Taipu - PB,37.64,450.0
2515104,São Sebastião de Lagoa de Roça - PB,19.11,606.0
2515203,São Sebastião do Umbuzeiro - PB,26.8,500.0
2515302,Sapé - PB,28.06,600.0
2515401,São Vicente do Seridó - PB,29.51,425.0
2515500,Serra Branca - PB,16.33,606.0
2515609,Serra da Raiz - PB,17.0,537.33
2515708,Serra Grande - PB,29.41,600.0
2515807,Serra Redonda - PB,26.72,606.0
2515906,Serraria - PB,31.23,478.0
2515930,Sertãozinho - PB,22.67,600.0
2515971,Sobrado - PB,27.44,533.33
2516003,Solânea - PB,22.04,600.0
2516102,Soledade - PB,20.54,484.8
2516151,Sossêgo - PB,19.74,425.0
2516201,Sousa - PB,16.85,700.0
2516300,Sumé - PB,17.65,606.0
2516409,Tacima - PB,33.37,416.0
2516508,Taperoá - PB,23.27,550.0
2516607,Tavares - PB,23.01,453.0
2516706,Teixeira - PB,14.67,500.0
2516755,Tenório - PB,20.69,537.33
2516805,Triunfo - PB,20.55,601.86
2516904,Uiraúna - PB,17.47,730.0
2517001,Umbuzeiro - PB,21.95,466.67
2517100,Várzea - PB,12.69,906.0
2517209,Vieirópolis - PB,28.44,553.0
2517407,Zabelê - PB,22.9,533.33
2600054,Abreu e Lima - PE,12.7,625.0
2600104,Afogados da Ingazeira - PE,17.93,606.0
2600203,Afrânio - PE,31.55,558.33
2600302,Agrestina - PE,27.49,550.0
2600401,Água Preta - PE,18.19,466.67
2600500,Águas Belas - PE,32.85,462.4
2600609,Alagoinha - PE,20.23,600.0
2600708,Aliança - PE,24.25,500.0
2600807,Altinho - PE,32.11,537.33
2600906,Amaraji - PE,26.69,520.0
2601003,Angelim - PE,28.35,537.33
2601052,Araçoiaba - PE,26.39,480.0
2601102,Araripina - PE,24.42,500.0
2601201,Arcoverde - PE,15.62,606.0
2601300,Barra de Guabiraba - PE,24.28,503.0
2601409,Barreiros - PE,17.49,537.33
2601508,Belém de Maria - PE,28.56,514.29
2601607,Belém do São Francisco - PE,21.75,537.33
2601706,Belo Jardim - PE,19.78,606.0
2601805,Betânia - PE,24.87,450.0
2601904,Bezerros - PE,23.72,700.0
2602001,Bodocó - PE,28.9,460.0
2602100,Bom Conselho - PE,30.23,487.33
2602209,Bom Jardim - PE,25.92,533.33
2602308,Bonito - PE,30.33,500.0
2602407,Brejão - PE,26.74,480.5
2602506,Brejinho - PE,13.89,587.33
2602605,Brejo da Madre de Deus - PE,27.6,575.0
2602704,Buenos Aires - PE,27.85,564.8
2602803,Buíque - PE,38.46,400.0
2602902,Cabo de Santo Agostinho - PE,13.99,621.5
2603009,Cabrobó - PE,25.92,473.75
2603108,Cachoeirinha - PE,21.64,504.0
2603207,Caetés - PE,21.63,466.67
2603306,Calçado - PE,28.83,478.0
2603405,Calumbi - PE,18.05,533.33
2603454,Camaragibe - PE,13.24,706.0
2603504,Camocim de São Félix - PE,19.63,600.0
2603603,Camutanga - PE,24.45,537.33
2603702,Canhotinho - PE,33.02,500.0
2603801,Capoeiras - PE,23.61,480.0
2603900,Carnaíba - PE,24.55,500.0
2603926,Carnaubeira da Penha - PE,39.97,440.0
2604007,Carpina - PE,13.81,678.0
2604106,Caruaru - PE,12.95,731.0
2604155,Casinhas - PE,25.36,453.0
2604205,Catende - PE,21.3,537.33
2604304,Cedro - PE,20.59,470.67
2604403,Chã de Alegria - PE,27.16,525.0
2604502,Chã Grande - PE,29.74,600.0
2604601,Condado - PE,19.82,562.4
2604700,Correntes - PE,26.35,448.67
2604809,Cortês - PE,18.44,533.33
2604908,Cumaru - PE,33.62,553.5
2605004,Cupira - PE,22.19,525.0
2605103,Custódia - PE,20.49,625.0
2605152,Dormentes - PE,20.4,600.0
2605202,Escada - PE,18.44,606.0
2605301,Exu - PE,23.66,404.0
2605400,Feira Nova - PE,27.06,600.0
2605459,Fernando de Noronha - PE,7.31,1833.33
2605509,Ferreiros - PE,25.15,604.0
2605608,Flores - PE,27.35,466.67
2605707,Floresta - PE,18.47,600.0
2605806,Frei Miguelinho - PE,23.02,606.0
2605905,Gameleira - PE,18.47,537.33
2606002,Garanhuns - PE,12.84,666.67
2606101,Glória do Goitá - PE,31.73,525.0
2606200,Goiana - PE,17.58,606.0
2606309,Granito - PE,19.2,560.0
2606408,Gravatá - PE,19.48,720.67
2606507,Iati - PE,30.26,480.0
2606606,Ibimirim - PE,26.15,453.0
2606705,Ibirajuba - PE,27.79,533.33
2606804,Igarassu - PE,14.08,606.0
2606903,Iguaracy - PE,27.37,484.8
2607000,Inajá - PE,38.38,350.0
2607109,Ingazeira - PE,14.24,575.0
2607208,Ipojuca - PE,13.57,604.8
2607307,Ipubi - PE,36.81,459.0
2607406,Itacuruba - PE,24.52,533.33
2607505,Itaíba - PE,22.13,440.0
2607604,Ilha de Itamaracá - PE,18.5,537.33
2607653,Itambé - PE,24.48,532.0
2607703,Itapetim - PE,18.89,600.0
2607752,Itapissuma - PE,14.84,600.0
2607802,Itaquitinga - PE,30.98,453.0
2607901,Jaboatão dos Guararapes - PE,11.74,700.0
2607950,Jaqueira - PE,24.78,403.0
2608008,Jataúba - PE,25.65,466.67
2608057,Jatobá - PE,23.45,600.0
2608107,João Alfredo - PE,27.86,566.67
2608206,Joaquim Nabuco - PE,20.63,537.33
2608255,Jucati - PE,26.33,430.0
2608305,Jupi - PE,23.54,533.33
2608404,Jurema - PE,30.33,422.4
2608453,Lagoa do Carro - PE,23.2,580.67
2608503,Lagoa de Itaenga - PE,26.04,566.67
2608602,Lagoa do Ouro - PE,31.71,404.0
2608701,Lagoa dos Gatos - PE,27.07,453.0
2608750,Lagoa Grande - PE,19.1,600.0
2608800,Lajedo - PE,22.98,500.0
2608909,Limoeiro - PE,26.01,610.0
2609006,Macaparana - PE,22.15,503.0
2609105,Machados - PE,23.76,533.33
2609154,Manari - PE,45.11,237.5
2609204,Maraial - PE,26.63,500.0
2609303,Mirandiba - PE,24.26,500.0
2609402,Moreno - PE,19.69,604.0
2609501,Nazaré da Mata - PE,23.71,606.0
2609600,Olinda - PE,12.89,800.0
2609709,Orobó - PE,24.36,525.0
2609808,Orocó - PE,18.03,430.0
2609907,Ouricuri - PE,26.24,500.0
2610004,Palmares - PE,17.66,602.4
2610103,Palmeirina - PE,29.96,537.33
2610202,Panelas - PE,34.89,404.0
2610301,Paranatama - PE,27.09,400.0
2610400,Parnamirim - PE,24.6,517.71
2610509,Passira - PE,29.59,537.33
2610608,Paudalho - PE,18.41,604.0
2610707,Paulista - PE,9.51,808.0
2610806,Pedra - PE,33.31,400.0
2610905,Pesqueira - PE,25.2,600.0
2611002,Petrolândia - PE,19.29,533.33
2611101,Petrolina - PE,9.82,766.67
2611200,Poção - PE,40.49,450.0
2611309,Pombos - PE,26.95,600.0
2611408,Primavera - PE,24.99,537.33
2611507,Quipapá - PE,26.91,404.0
2611533,Quixaba - PE,28.71,320.0
2611606,Recife - PE,10.59,970.67
2611705,Riacho das Almas - PE,29.36,600.0
2611804,Ribeirão - PE,21.34,595.0
2611903,Rio Formoso - PE,22.14,550.0
2612000,Sairé - PE,34.56,604.8
2612109,Salgadinho - PE,33.98,537.33
2612208,Salgueiro - PE,18.0,606.0
2612307,Saloá - PE,31.5,500.0
2612406,Sanharó - PE,24.38,478.0
2612455,Santa Cruz - PE,24.85,466.67
2612471,Santa Cruz da Baixa Verde - PE,25.99,450.0
2612505,Santa Cruz do Capibaribe - PE,11.16,750.0
2612554,Santa Filomena - PE,25.25,483.5
2612604,Santa Maria da Boa Vista - PE,23.0,525.0
2612703,Santa Maria do Cambucá - PE,22.81,550.0
2612802,Santa Terezinha - PE,19.33,537.33
2612901,São Benedito do Sul - PE,25.56,470.67
2613008,São Bento do Una - PE,25.88,500.0
2613107,São Caitano - PE,27.98,566.67
2613206,São João - PE,23.92,529.5
2613305,São Joaquim do Monte - PE,27.78,466.67
2613404,São José da Coroa Grande - PE,15.13,603.0
2613503,São José do Belmonte - PE,24.02,588.0
2613602,São José do Egito - PE,23.39,606.0
2613701,São Lourenço da Mata - PE,18.43,606.0
2613800,São Vicente Férrer - PE,22.01,466.67
2613909,Serra Talhada - PE,19.84,666.67
2614006,Serrita - PE,20.4,453.0
2614105,Sertânia - PE,26.2,600.0
2614204,Sirinhaém - PE,15.72,532.4
2614303,Moreilândia - PE,24.12,485.33
2614402,Solidão - PE,21.31,450.0
2614501,Surubim - PE,18.17,602.0
2614600,Tabira - PE,19.14,578.0
2614709,Tacaimbó - PE,35.55,540.0
2614808,Tacaratu - PE,32.89,416.0
2614857,Tamandaré - PE,13.16,537.33
2615003,Taquaritinga do Norte - PE,18.69,666.67
2615102,Terezinha - PE,32.43,450.0
2615201,Terra Nova - PE,22.88,533.33
2615300,Timbaúba - PE,22.51,600.0
2615409,Toritama - PE,15.05,600.0
2615508,Tracunhaém - PE,20.92,537.33
2615607,Trindade - PE,23.86,500.0
2615706,Triunfo - PE,16.78,675.0
2615805,Tupanatinga - PE,31.47,394.44
2615904,Tuparetama - PE,15.26,578.0
2616001,Venturosa - PE,24.02,537.33
2616100,Verdejante - PE,27.79,500.0
2616183,Vertente do Lério - PE,28.35,600.0
2616209,Vertentes - PE,18.59,606.0
2616308,Vicência - PE,23.9,600.0
2616407,Vitória de Santo Antão - PE,18.22,625.0
2616506,Xexéu - PE,15.71,500.0
2700102,Água Branca - AL,26.4,433.0
2700201,Anadia - AL,40.52,484.8
2700300,Arapiraca - AL,14.64,703.0
2700409,Atalaia - AL,22.88,553.0
2700508,Barra de Santo Antônio - AL,15.03,604.8
2700607,Barra de São Miguel - AL,12.94,700.0
2700706,Batalha - AL,21.26,537.33
2700805,Belém - AL,26.4,606.0
2700904,Belo Monte - AL,28.56,400.0
2701001,Boca da Mata - AL,28.32,564.8
2701100,Branquinha - AL,27.17,442.4
2701209,Cacimbinhas - AL,38.75,500.0
2701308,Cajueiro - AL,21.56,480.0
2701357,Campestre - AL,24.59,475.0
2701407,Campo Alegre - AL,20.18,600.0
2701506,Campo Grande - AL,39.8,400.0
2701605,Canapi - AL,31.07,450.0
2701704,Capela - AL,20.4,570.67
2701803,Carneiros - AL,28.05,410.0
2701902,Chã Preta - AL,38.33,533.33
2702009,Coité do Nóia - AL,24.94,466.67
2702108,Colônia Leopoldina - AL,23.98,520.0
2702207,Coqueiro Seco - AL,22.48,606.0
2702306,Coruripe - AL,18.03,606.0
2702355,Craíbas - AL,23.94,403.0
2702405,Delmiro Gouveia - AL,15.48,633.33
2702504,Dois Riachos - AL,28.73,422.4
2702553,Estrela de Alagoas - AL,40.49,404.0
2702603,Feira Grande - AL,30.8,403.0
2702702,Feliz Deserto - AL,19.88,571.0
2702801,Flexeiras - AL,32.43,520.0
2702900,Girau do Ponciano - AL,38.58,437.5
2703007,Ibateguara - AL,26.42,533.33
2703106,Igaci - AL,31.78,440.0
2703205,Igreja Nova - AL,31.4,404.0
2703304,Inhapi - AL,37.11,400.0
2703403,Jacaré dos Homens - AL,40.76,533.33
2703502,Jacuípe - AL,22.53,546.29
2703601,Japaratinga - AL,22.5,633.33
2703700,Jaramataia - AL,35.07,500.0
2703759,Jequiá da Praia - AL,12.65,606.0
2703809,Joaquim Gomes - AL,27.13,475.33
2703908,Jundiá - AL,28.75,537.33
2704005,Junqueiro - AL,22.99,537.5
2704104,Lagoa da Canoa - AL,26.27,482.4
2704203,Limoeiro de Anadia - AL,22.25,500.0
2704302,Maceió - AL,10.35,837.33
2704401,Major Isidoro - AL,24.12,553.0
2704500,Maragogi - AL,18.77,600.0
2704609,Maravilha - AL,31.38,553.0
2704708,Marechal Deodoro - AL,16.1,716.67
2704807,Maribondo - AL,23.33,604.8
2704906,Mar Vermelho - AL,26.18,707.0
2705002,Mata Grande - AL,38.84,365.5
2705101,Matriz de Camaragibe - AL,24.65,578.0
2705200,Messias - AL,20.34,520.0
2705309,Minador do Negrão - AL,26.51,466.67
2705408,Monteirópolis - AL,34.24,475.0
2705507,Murici - AL,16.71,558.91
2705606,Novo Lino - AL,23.81,528.0
2705705,Olho d'Água das Flores - AL,25.49,500.0
2705804,Olho d'Água do Casado - AL,24.4,404.0
2705903,Olho d'Água Grande - AL,38.36,300.0
2706000,Olivença - AL,42.55,320.4
2706109,Ouro Branco - AL,24.21,535.71
2706208,Palestina - AL,33.03,503.0
2706307,Palmeira dos Índios - AL,23.13,606.0
2706406,Pão de Açúcar - AL,24.31,516.67
2706422,Pariconha - AL,22.19,425.0
2706448,Paripueira - AL,12.45,725.0
2706505,Passo de Camaragibe - AL,17.72,576.57
2706604,Paulo Jacinto - AL,26.32,564.8
2706703,Penedo - AL,19.31,600.0
2706802,Piaçabuçu - AL,23.88,462.5
2706901,Pilar - AL,15.19,606.0
2707008,Pindoba - AL,30.53,576.57
2707107,Piranhas - AL,15.25,500.0
2707206,Poço das Trincheiras - AL,43.86,375.0
2707305,Porto Calvo - AL,21.04,600.0
2707404,Porto de Pedras - AL,26.04,600.0
2707503,Porto Real do Colégio - AL,25.78,403.33
2707602,Quebrangulo - AL,32.6,466.67
2707701,Rio Largo - AL,12.52,606.0
2707800,Roteiro - AL,18.79,603.0
2707909,Santa Luzia do Norte - AL,13.47,600.0
2708006,Santana do Ipanema - AL,27.85,500.0
2708105,Santana do Mundaú - AL,25.66,503.0
2708204,São Brás - AL,37.58,346.29
2708303,São José da Laje - AL,17.49,566.67
2708402,São José da Tapera - AL,26.55,403.0
2708501,São Luís do Quitunde - AL,22.66,600.0
2708600,São Miguel dos Campos - AL,13.78,700.0
2708709,São Miguel dos Milagres - AL,19.81,706.0
2708808,São Sebastião - AL,21.53,484.8
2708907,Satuba - AL,8.52,784.8
2708956,Senador Rui Palmeira - AL,39.83,404.0
2709004,Tanque d'Arca - AL,29.43,504.0
2709103,Taquarana - AL,26.72,432.4
2709152,Teotônio Vilela - AL,18.25,600.0
2709202,Traipu - AL,35.58,404.0
2709301,União dos Palmares - AL,21.02,600.0
2709400,Viçosa - AL,23.8,543.6
2800100,Amparo do São Francisco - SE,28.57,550.25
2800209,Aquidabã - SE,29.5,538.0
2800308,Aracaju - SE,9.39,1070.67
2800407,Arauá - SE,27.67,500.0
2800506,Areia Branca - SE,21.39,587.33
2800605,Barra dos Coqueiros - SE,8.98,953.0
2800670,Boquim - SE,21.02,606.0
2800704,Brejo Grande - SE,36.66,360.0
2801009,Campo do Brito - SE,22.46,650.0
2801108,Canhoba - SE,39.27,466.67
2801207,Canindé de São Francisco - SE,18.97,480.0
2801306,Capela - SE,35.49,504.0
2801405,Carira - SE,25.2,537.33
2801504,Carmópolis - SE,15.25,594.8
2801603,Cedro de São João - SE,33.01,500.0
2801702,Cristinápolis - SE,32.79,466.67
2801900,Cumbe - SE,34.62,537.33
2802007,Divina Pastora - SE,19.75,606.0
2802106,Estância - SE,25.43,606.0
2802205,Feira Nova - SE,29.45,478.0
2802304,Frei Paulo - SE,20.91,625.0
2802403,Gararu - SE,27.55,416.67
2802502,General Maynard - SE,23.29,587.43
2802601,Graccho Cardoso - SE,43.27,500.0
2802700,Ilha das Flores - SE,34.34,400.0
2802809,Indiaroba - SE,35.09,403.0
2802908,Itabaiana - SE,18.42,778.0
2803005,Itabaianinha - SE,30.28,500.0
2803104,Itabi - SE,39.73,600.0
2803203,Itaporanga d'Ajuda - SE,24.48,500.0
2803302,Japaratuba - SE,25.31,600.0
2803401,Japoatã - SE,28.43,503.0
2803500,Lagarto - SE,17.64,650.0
2803609,Laranjeiras - SE,17.18,587.33
2803708,Macambira - SE,31.75,681.0
2803807,Malhada dos Bois - SE,25.69,570.67
2803906,Malhador - SE,25.86,604.0
2804003,Maruim - SE,20.77,583.33
2804102,Moita Bonita - SE,27.33,600.0
2804201,Monte Alegre de Sergipe - SE,21.72,500.0
2804300,Muribeca - SE,23.95,537.33
2804409,Neópolis - SE,23.5,528.0
2804458,Nossa Senhora Aparecida - SE,18.7,600.0
2804508,Nossa Senhora da Glória - SE,23.14,604.0
2804607,Nossa Senhora das Dores - SE,31.0,537.33
2804706,Nossa Senhora de Lourdes - SE,25.41,575.0
2804805,Nossa Senhora do Socorro - SE,12.87,606.0
2804904,Pacatuba - SE,38.91,404.0
2805000,Pedra Mole - SE,20.9,459.4
2805109,Pedrinhas - SE,29.94,546.67
2805208,Pinhão - SE,25.32,533.33
2805307,Pirambu - SE,19.09,560.0
2805406,Poço Redondo - SE,24.56,430.0
2805505,Poço Verde - SE,29.06,590.86
2805604,Porto da Folha - SE,28.1,404.0
2805703,Propriá - SE,17.21,604.0
2805802,Riachão do Dantas - SE,36.81,500.0
2805901,Riachuelo - SE,28.1,528.0
2806008,Ribeirópolis - SE,21.15,606.0
2806107,Rosário do Catete - SE,16.43,537.33
2806206,Salgado - SE,24.11,600.5
2806305,Santa Luzia do Itanhy - SE,35.52,425.0
2806404,Santana do São Francisco - SE,18.3,537.33
2806503,Santa Rosa de Lima - SE,37.66,413.33
2806602,Santo Amaro das Brotas - SE,29.02,593.33
2806701,São Cristóvão - SE,13.32,755.0
2806800,São Domingos - SE,27.27,570.0
2806909,São Francisco - SE,23.56,604.0
2807006,São Miguel do Aleixo - SE,35.76,600.0
2807105,Simão Dias - SE,20.05,606.0
2807204,Siriri - SE,30.44,600.0
2807303,Telha - SE,24.8,537.33
2807402,Tobias Barreto - SE,25.64,606.0
2807501,Tomar do Geru - SE,43.97,400.0
2807600,Umbaúba - SE,22.16,600.0
2900108,Abaíra - BA,14.61,750.0
2900207,Abaré - BA,28.64,458.86
2900306,Acajutiba - BA,25.3,537.33
2900355,Adustina - BA,23.8,552.4
2900405,Água Fria - BA,27.57,533.33
2900504,Érico Cardoso - BA,16.81,606.0
2900603,Aiquara - BA,29.05,606.0
2900702,Alagoinhas - BA,15.79,693.33
2900801,Alcobaça - BA,27.77,600.0
2900900,Almadina - BA,27.17,700.0
2901007,Amargosa - BA,23.45,604.0
2901106,Amélia Rodrigues - BA,18.77,606.0
2901155,América Dourada - BA,29.31,525.0
2901205,Anagé - BA,18.38,604.0
2901304,Andaraí - BA,30.49,557.33
2901353,Andorinha - BA,28.94,606.0
2901403,Angical - BA,28.08,606.0
2901502,Anguera - BA,25.82,608.7
2901601,Antas - BA,28.77,600.0
2901700,Antônio Cardoso - BA,30.35,604.0
2901809,Antônio Gonçalves - BA,22.97,606.0
2901908,Aporá - BA,26.36,537.33
2901957,Apuarema - BA,26.14,628.33
2902005,Aracatu - BA,28.88,606.0
2902054,Araçás - BA,27.65,600.0
2902104,Araci - BA,24.33,482.4
2902203,Aramari - BA,20.74,606.0
2902252,Arataca - BA,33.72,522.4
2902302,Aratuípe - BA,32.95,453.0
2902401,Aurelino Leal - BA,35.09,600.0
2902500,Baianópolis - BA,27.26,583.33
2902609,Baixa Grande - BA,32.56,542.4
2902658,Banzaê - BA,30.57,509.56
2902708,Barra - BA,41.19,402.4
2902807,Barra da Estiva - BA,16.21,600.0
2902906,Barra do Choça - BA,18.73,604.8
2903003,Barra do Mendes - BA,22.47,608.33
2903102,Barra do Rocha - BA,33.71,606.0
2903201,Barreiras - BA,11.76,850.0
2903235,Barro Alto - BA,20.03,503.0
2903276,Barrocas - BA,19.11,606.0
2903300,Barro Preto - BA,33.54,700.0
2903409,Belmonte - BA,26.22,606.0
2903508,Belo Campo - BA,21.23,550.5
2903607,Biritinga - BA,25.02,537.33
2903706,Boa Nova - BA,23.97,537.33
2903805,Boa Vista do Tupim - BA,37.41,466.67
2903904,Bom Jesus da Lapa - BA,18.96,606.0
2903953,Bom Jesus da Serra - BA,31.32,537.33
2904001,Boninal - BA,14.18,600.0
2904050,Bonito - BA,21.62,552.4
2904100,Boquira - BA,31.65,553.0
2904209,Botuporã - BA,24.48,533.33
2904308,Brejões - BA,27.46,518.67
2904407,Brejolândia - BA,23.79,554.5
2904506,Brotas de Macaúbas - BA,29.67,600.0
2904605,Brumado - BA,16.19,738.0
2904704,Buerarema - BA,28.1,630.0
2904753,Buritirama - BA,35.94,400.0
2904803,Caatiba - BA,24.33,606.0
2904852,Cabaceiras do Paraguaçu - BA,25.26,453.0
2904902,Cachoeira - BA,19.08,604.0
2905008,Caculé - BA,16.4,780.0
2905107,Caém - BA,26.08,556.0
2905156,Caetanos - BA,21.42,575.0
2905206,Caetité - BA,17.99,727.2
2905305,Cafarnaum - BA,33.32,470.67
2905404,Cairu - BA,18.33,731.0
2905503,Caldeirão Grande - BA,32.68,500.0
2905602,Camacan - BA,23.55,687.33
2905701,Camaçari - BA,9.98,750.0
2905800,Camamu - BA,28.36,500.0
