codigo_ibge,municipio,percentual_sem_internet
2202307,Canto do Buriti - PI,23.16
2202406,Capitão de Campos - PI,26.56
2202455,Capitão Gervásio Oliveira - PI,33.24
2202505,Caracol - PI,37.03
2202539,Caraúbas do Piauí - PI,45.45
2202554,Caridade do Piauí - PI,21.87
2202604,Castelo do Piauí - PI,26.73
2202653,Caxingó - PI,41.38
2202703,Cocal - PI,32.43
2202711,Cocal de Telha - PI,27.87
2202729,Cocal dos Alves - PI,25.73
2202737,Coivaras - PI,28.68
2202752,Colônia do Gurguéia - PI,18.27
2202778,Colônia do Piauí - PI,27.27
2202802,Conceição do Canindé - PI,34.29
2202851,Coronel José Dias - PI,43.7
2202901,Corrente - PI,27.37
2203008,Cristalândia do Piauí - PI,40.87
2203107,Cristino Castro - PI,16.4
2203206,Curimatá - PI,34.46
2203230,Currais - PI,23.86
2203255,Curralinhos - PI,20.1
2203271,Curral Novo do Piauí - PI,25.4
2203305,Demerval Lobão - PI,24.09
2203354,Dirceu Arcoverde - PI,44.57
2203404,Dom Expedito Lopes - PI,25.5
2203420,Domingos Mourão - PI,23.48
2203453,Dom Inocêncio - PI,29.07
2203503,Elesbão Veloso - PI,33.51
2203602,Eliseu Martins - PI,21.56
2203701,Esperantina - PI,24.68
2203750,Fartura do Piauí - PI,51.29
2203800,Flores do Piauí - PI,23.6
2203859,Floresta do Piauí - PI,41.88
2203909,Floriano - PI,18.79
2204006,Francinópolis - PI,39.88
2204105,Francisco Ayres - PI,26.54
2204154,Francisco Macedo - PI,21.86
2204204,Francisco Santos - PI,21.55
2204303,Fronteiras - PI,25.35
2204352,Geminiano - PI,20.28
2204402,Gilbués - PI,26.44
2204501,Guadalupe - PI,22.47
2204550,Guaribas - PI,24.73
2204600,Hugo Napoleão - PI,26.52
2204659,Ilha Grande - PI,30.21
2204709,Inhuma - PI,25.01
2204808,Ipiranga do Piauí - PI,27.26
2204907,Isaías Coelho - PI,32.42
2205003,Itainópolis - PI,28.85
2205102,Itaueira - PI,24.33
2205151,Jacobina do Piauí - PI,24.0
2205201,Jaicós - PI,37.06
2205250,Jardim do Mulato - PI,21.45
2205276,Jatobá do Piauí - PI,19.25
2205300,Jerumenha - PI,30.14
2205359,João Costa - PI,52.92
2205409,Joaquim Pires - PI,32.34
2205458,Joca Marques - PI,39.41
2205508,José de Freitas - PI,24.54
2205516,Juazeiro do Piauí - PI,23.27
2205524,Júlio Borges - PI,36.83
2205532,Jurema - PI,34.71
2205540,Lagoinha do Piauí - PI,27.6
2205557,Lagoa Alegre - PI,29.17
2205565,Lagoa do Barro do Piauí - PI,21.33
2205573,Lagoa de São Francisco - PI,15.14
2205581,Lagoa do Piauí - PI,31.05
2205599,Lagoa do Sítio - PI,27.81
2205607,Landri Sales - PI,27.15
2205706,Luís Correia - PI,25.55
2205805,Luzilândia - PI,33.68
2205854,Madeiro - PI,15.23
2205904,Manoel Emídio - PI,31.35
2205953,Marcolândia - PI,25.46
2206001,Marcos Parente - PI,29.1
2206050,Massapê do Piauí - PI,40.82
2206100,Matias Olímpio - PI,28.36
2206209,Miguel Alves - PI,35.1
2206308,Miguel Leão - PI,21.87
2206357,Milton Brandão - PI,33.08
2206407,Monsenhor Gil - PI,24.05
2206506,Monsenhor Hipólito - PI,21.51
2206605,Monte Alegre do Piauí - PI,31.07
2206654,Morro Cabeça no Tempo - PI,42.7
2206670,Morro do Chapéu do Piauí - PI,37.58
2206696,Murici dos Portelas - PI,31.4
2206704,Nazaré do Piauí - PI,31.89
2206720,Nazária - PI,20.86
2206753,Nossa Senhora de Nazaré - PI,27.98
2206803,Nossa Senhora dos Remédios - PI,38.85
2206902,Novo Oriente do Piauí - PI,24.26
2206951,Novo Santo Antônio - PI,36.98
2207009,Oeiras - PI,25.48
2207108,Olho D'Água do Piauí - PI,31.66
2207207,Padre Marcos - PI,32.72
2207306,Paes Landim - PI,50.33
2207355,Pajeú do Piauí - PI,21.42
2207405,Palmeira do Piauí - PI,19.05
2207504,Palmeirais - PI,35.41
2207553,Paquetá - PI,42.8
2207603,Parnaguá - PI,36.43
2207702,Parnaíba - PI,15.09
2207751,Passagem Franca do Piauí - PI,29.15
2207777,Patos do Piauí - PI,46.51
2207793,Pau D'Arco do Piauí - PI,38.87
2207801,Paulistana - PI,23.78
2207850,Pavussu - PI,37.89
2207900,Pedro II - PI,27.6
2207934,Pedro Laurentino - PI,38.75
2207959,Nova Santa Rita - PI,39.65
2208007,Picos - PI,16.03
2208106,Pimenteiras - PI,19.98
2208205,Pio IX - PI,15.18
2208304,Piracuruca - PI,22.0
2208403,Piripiri - PI,21.21
2208502,Porto - PI,36.85
2208551,Porto Alegre do Piauí - PI,28.78
2208601,Prata do Piauí - PI,26.49
2208650,Queimada Nova - PI,23.35
2208700,Redenção do Gurguéia - PI,37.04
2208809,Regeneração - PI,30.58
2208858,Riacho Frio - PI,44.97
2208874,Ribeira do Piauí - PI,31.23
2208908,Ribeiro Gonçalves - PI,28.28
2209005,Rio Grande do Piauí - PI,29.09
2209104,Santa Cruz do Piauí - PI,32.78
2209153,Santa Cruz dos Milagres - PI,21.17
2209203,Santa Filomena - PI,29.98
2209302,Santa Luz - PI,23.89
2209351,Santana do Piauí - PI,20.34
2209377,Santa Rosa do Piauí - PI,29.37
2209401,Santo Antônio de Lisboa - PI,28.23
2209450,Santo Antônio dos Milagres - PI,37.56
2209500,Santo Inácio do Piauí - PI,29.69
2209559,São Braz do Piauí - PI,24.75
2209609,São Félix do Piauí - PI,16.26
2209658,São Francisco de Assis do Piauí - PI,35.1
2209708,São Francisco do Piauí - PI,31.56
2209757,São Gonçalo do Gurguéia - PI,42.84
2209807,São Gonçalo do Piauí - PI,24.65
2209856,São João da Canabrava - PI,20.11
2209872,São João da Fronteira - PI,30.09
2209906,São João da Serra - PI,31.55
2209955,São João da Varjota - PI,33.27
2209971,São João do Arraial - PI,30.29
2210003,São João do Piauí - PI,24.82
2210052,São José do Divino - PI,27.65
2210102,São José do Peixe - PI,25.3
2210201,São José do Piauí - PI,23.74
2210300,São Julião - PI,27.84
2210359,São Lourenço do Piauí - PI,41.05
2210375,São Luis do Piauí - PI,31.37
2210383,São Miguel da Baixa Grande - PI,40.4
2210391,São Miguel do Fidalgo - PI,34.55
2210409,São Miguel do Tapuio - PI,23.78
2210508,São Pedro do Piauí - PI,22.77
2210607,São Raimundo Nonato - PI,24.91
2210623,Sebastião Barros - PI,44.14
2210631,Sebastião Leal - PI,20.79
2210656,Sigefredo Pacheco - PI,23.48
2210706,Simões - PI,21.06
2210805,Simplício Mendes - PI,33.81
2210904,Socorro do Piauí - PI,48.8
2210938,Sussuapara - PI,26.79
2210953,Tamboril do Piauí - PI,43.24
2210979,Tanque do Piauí - PI,23.54
2211001,Teresina - PI,9.99
2211100,União - PI,29.88
2211209,Uruçuí - PI,15.31
2211308,Valença do Piauí - PI,21.01
2211357,Várzea Branca - PI,42.16
2211407,Várzea Grande - PI,23.12
2211506,Vera Mendes - PI,43.98
2211605,Vila Nova do Piauí - PI,26.6
2211704,Wall Ferraz - PI,26.93
2300101,Abaiara - CE,26.39
2300150,Acarape - CE,25.37
2300200,Acaraú - CE,19.0
2300309,Acopiara - CE,25.07
2300408,Aiuaba - CE,23.55
2300507,Alcântaras - CE,16.08
2300606,Altaneira - CE,28.98
2300705,Alto Santo - CE,13.51
2300754,Amontada - CE,27.18
2300804,Antonina do Norte - CE,25.89
2300903,Apuiarés - CE,34.07
2301000,Aquiraz - CE,15.82
2301109,Aracati - CE,15.15
2301208,Aracoiaba - CE,23.78
2301257,Ararendá - CE,20.65
2301307,Araripe - CE,35.61
2301406,Aratuba - CE,24.99
2301505,Arneiroz - CE,21.96
2301604,Assaré - CE,25.36
2301703,Aurora - CE,27.41
2301802,Baixio - CE,26.54
2301851,Banabuiú - CE,17.64
2301901,Barbalha - CE,18.36
2301950,Barreira - CE,22.6
2302008,Barro - CE,19.17
2302057,Barroquinha - CE,34.35
2302107,Baturité - CE,23.92
2302206,Beberibe - CE,19.46
2302305,Bela Cruz - CE,27.34
2302404,Boa Viagem - CE,23.27
2302503,Brejo Santo - CE,17.96
2302602,Camocim - CE,20.8
2302701,Campos Sales - CE,28.15
2302800,Canindé - CE,20.58
2302909,Capistrano - CE,27.91
2303006,Caridade - CE,25.97
2303105,Cariré - CE,20.47
2303204,Caririaçu - CE,26.96
2303303,Cariús - CE,26.33
2303402,Carnaubal - CE,22.26
2303501,Cascavel - CE,21.96
2303600,Catarina - CE,24.98
2303659,Catunda - CE,23.14
2303709,Caucaia - CE,13.23
2303808,Cedro - CE,27.34
2303907,Chaval - CE,27.63
2303931,Choró - CE,26.56
2303956,Chorozinho - CE,21.41
2304004,Coreaú - CE,26.73
2304103,Crateús - CE,16.54
2304202,Crato - CE,16.06
2304236,Croatá - CE,21.75
2304251,Cruz - CE,13.63
2304269,Deputado Irapuan Pinheiro - CE,28.8
2304277,Ereré - CE,15.38
2304285,Eusébio - CE,6.61
2304301,Farias Brito - CE,27.28
2304350,Forquilha - CE,22.36
2304400,Fortaleza - CE,10.79
2304459,Fortim - CE,15.32
2304509,Frecheirinha - CE,23.94
2304608,General Sampaio - CE,32.12
2304657,Graça - CE,23.61
2304707,Granja - CE,33.56
2304806,Granjeiro - CE,21.03
2304905,Groaíras - CE,21.43
2304954,Guaiúba - CE,25.25
2305001,Guaraciaba do Norte - CE,19.45
2305100,Guaramiranga - CE,32.36
2305209,Hidrolândia - CE,20.42
2305233,Horizonte - CE,10.53
2305266,Ibaretama - CE,23.25
2305308,Ibiapina - CE,23.08
2305332,Ibicuitinga - CE,31.55
2305357,Icapuí - CE,11.76
2305407,Icó - CE,25.85
2305506,Iguatu - CE,17.67
2305605,Independência - CE,16.96
2305654,Ipaporanga - CE,22.21
2305704,Ipaumirim - CE,25.58
2305803,Ipu - CE,21.7
2305902,Ipueiras - CE,17.95
2306009,Iracema - CE,22.22
2306108,Irauçuba - CE,26.18
2306207,Itaiçaba - CE,16.67
2306256,Itaitinga - CE,9.96
2306306,Itapajé - CE,23.28
2306405,Itapipoca - CE,23.49
2306504,Itapiúna - CE,24.57
2306553,Itarema - CE,20.36
2306603,Itatira - CE,19.54
2306702,Jaguaretama - CE,25.94
2306801,Jaguaribara - CE,19.6
2306900,Jaguaribe - CE,26.66
2307007,Jaguaruana - CE,20.69
2307106,Jardim - CE,18.7
2307205,Jati - CE,24.69
2307254,Jijoca de Jericoacoara - CE,11.24
2307304,Juazeiro do Norte - CE,15.25
2307403,Jucás - CE,21.23
2307502,Lavras da Mangabeira - CE,25.04
2307601,Limoeiro do Norte - CE,14.89
2307635,Madalena - CE,23.23
2307650,Maracanaú - CE,12.93
2307700,Maranguape - CE,15.31
2307809,Marco - CE,21.86
2307908,Martinópole - CE,30.0
2308005,Massapê - CE,26.2
2308104,Mauriti - CE,23.31
2308203,Meruoca - CE,15.53
2308302,Milagres - CE,25.89
2308351,Milhã - CE,22.66
2308377,Miraíma - CE,37.33
2308401,Missão Velha - CE,25.2
2308500,Mombaça - CE,26.51
2308609,Monsenhor Tabosa - CE,17.95
2308708,Morada Nova - CE,20.98
2308807,Moraújo - CE,22.69
2308906,Morrinhos - CE,25.66
2309003,Mucambo - CE,23.89
2309102,Mulungu - CE,23.79
2309201,Nova Olinda - CE,23.25
2309300,Nova Russas - CE,18.84
2309409,Novo Oriente - CE,27.13
2309458,Ocara - CE,18.73
2309508,Orós - CE,21.38
2309607,Pacajus - CE,17.58
2309706,Pacatuba - CE,14.36
2309805,Pacoti - CE,18.08
2309904,Pacujá - CE,20.02
2310001,Palhano - CE,25.28
2310100,Palmácia - CE,35.5
2310209,Paracuru - CE,16.38
2310258,Paraipaba - CE,22.13
2310308,Parambu - CE,19.03
2310407,Paramoti - CE,30.73
2310506,Pedra Branca - CE,19.54
2310605,Penaforte - CE,17.86
2310704,Pentecoste - CE,28.87
2310803,Pereiro - CE,36.94
2310852,Pindoretama - CE,21.53
2310902,Piquet Carneiro - CE,21.48
2310951,Pires Ferreira - CE,18.08
2311009,Poranga - CE,17.35
2311108,Porteiras - CE,23.63
2311207,Potengi - CE,24.44
2311231,Potiretama - CE,18.88
2311264,Quiterianópolis - CE,20.34
2311306,Quixadá - CE,21.6
2311355,Quixelô - CE,27.4
2311405,Quixeramobim - CE,21.46
2311504,Quixeré - CE,17.36
2311603,Redenção - CE,18.83
2311702,Reriutaba - CE,21.76
2311801,Russas - CE,15.16
2311900,Saboeiro - CE,26.62
2311959,Salitre - CE,25.67
2312007,Santana do Acaraú - CE,26.01
2312106,Santana do Cariri - CE,31.79
2312205,Santa Quitéria - CE,18.66
2312304,São Benedito - CE,20.48
2312403,São Gonçalo do Amarante - CE,17.15
2312502,São João do Jaguaribe - CE,24.67
2312601,São Luís do Curu - CE,28.5
2312700,Senador Pompeu - CE,23.27
2312809,Senador Sá - CE,24.98
2312908,Sobral - CE,15.99
2313005,Solonópole - CE,27.12
2313104,Tabuleiro do Norte - CE,17.54
2313203,Tamboril - CE,22.58
2313252,Tarrafas - CE,22.73
2313302,Tauá - CE,16.75
2313351,Tejuçuoca - CE,42.94
2313401,Tianguá - CE,20.25
2313500,Trairi - CE,22.7
2313559,Tururu - CE,32.73
2313609,Ubajara - CE,19.48
2313708,Umari - CE,14.02
2313757,Umirim - CE,27.7
2313807,Uruburetama - CE,23.68
2313906,Uruoca - CE,32.35
2313955,Varjota - CE,20.29
2314003,Várzea Alegre - CE,21.85
2314102,Viçosa do Ceará - CE,26.7
2400109,Acari - RN,14.17
2400208,Assú - RN,15.32
2400307,Afonso Bezerra - RN,18.06
2400406,Água Nova - RN,14.73
2400505,Alexandria - RN,24.73
2400604,Almino Afonso - RN,23.29
2400703,Alto do Rodrigues - RN,16.05
2400802,Angicos - RN,21.37
2400901,Antônio Martins - RN,20.74
2401008,Apodi - RN,12.55
2401107,Areia Branca - RN,11.4
2401206,Arez - RN,20.31
2401305,Campo Grande - RN,23.38
2401404,Baía Formosa - RN,15.76
2401453,Baraúna - RN,13.37
2401503,Barcelona - RN,25.54
2401602,Bento Fernandes - RN,19.41
2401651,Bodó - RN,21.57
2401701,Bom Jesus - RN,21.47
2401800,Brejinho - RN,22.93
2401859,Caiçara do Norte - RN,23.91
2401909,Caiçara do Rio do Vento - RN,22.76
2402006,Caicó - RN,11.89
2402105,Campo Redondo - RN,33.15
2402204,Canguaretama - RN,19.6
2402303,Caraúbas - RN,15.05
2402402,Carnaúba dos Dantas - RN,13.57
2402501,Carnaubais - RN,19.2
2402600,Ceará-Mirim - RN,22.0
2402709,Cerro Corá - RN,19.34
2402808,Coronel Ezequiel - RN,32.24
2402907,Coronel João Pessoa - RN,18.0
2403004,Cruzeta - RN,16.71
2403103,Currais Novos - RN,17.41
2403202,Doutor Severiano - RN,16.26
2403251,Parnamirim - RN,6.57
2403301,Encanto - RN,15.89
2403400,Equador - RN,24.44
2403509,Espírito Santo - RN,39.18
2403608,Extremoz - RN,10.18
2403707,Felipe Guerra - RN,18.65
2403756,Fernando Pedroza - RN,26.57
2403806,Florânia - RN,17.29
2403905,Francisco Dantas - RN,19.03
2404002,Frutuoso Gomes - RN,19.36
2404101,Galinhos - RN,10.38
2404200,Goianinha - RN,18.81
2404309,Governador Dix-Sept Rosado - RN,15.56
2404408,Grossos - RN,15.49
2404507,Guamaré - RN,14.95
2404606,Ielmo Marinho - RN,23.81
2404705,Ipanguaçu - RN,16.4
2404804,Ipueira - RN,16.73
2404853,Itajá - RN,14.92
2404903,Itaú - RN,17.62
2405009,Jaçanã - RN,21.39
2405108,Jandaíra - RN,29.02
2405207,Janduís - RN,16.09
2405306,Januário Cicco - RN,32.28
2405405,Japi - RN,24.38
2405504,Jardim de Angicos - RN,33.17
2405603,Jardim de Piranhas - RN,14.86
2405702,Jardim do Seridó - RN,17.08
2405801,João Câmara - RN,24.37
2405900,João Dias - RN,19.57
2406007,José da Penha - RN,13.48
2406106,Jucurutu - RN,23.13
2406155,Jundiá - RN,28.39
2406205,Lagoa d'Anta - RN,21.22
2406304,Lagoa de Pedras - RN,36.27
2406403,Lagoa de Velhos - RN,17.15
2406502,Lagoa Nova - RN,18.55
2406601,Lagoa Salgada - RN,23.08
2406700,Lajes - RN,25.33
2406809,Lajes Pintadas - RN,21.83
2406908,Lucrécia - RN,19.4
2407005,Luís Gomes - RN,22.01
2407104,Macaíba - RN,16.63
2407203,Macau - RN,15.11
2407252,Major Sales - RN,13.16
2407302,Marcelino Vieira - RN,24.44
2407401,Martins - RN,14.25
2407500,Maxaranguape - RN,21.38
2407609,Messias Targino - RN,15.24
2407708,Montanhas - RN,22.84
2407807,Monte Alegre - RN,22.11
2407906,Monte das Gameleiras - RN,39.2
2408003,Mossoró - RN,11.02
2408102,Natal - RN,10.92
2408201,Nísia Floresta - RN,15.86
2408300,Nova Cruz - RN,23.67
2408409,Olho d'Água do Borges - RN,26.11
2408508,Ouro Branco - RN,22.88
2408607,Paraná - RN,15.06
2408706,Paraú - RN,31.76
2408805,Parazinho - RN,34.25
2408904,Parelhas - RN,15.32
2408953,Rio do Fogo - RN,19.57
2409100,Passa e Fica - RN,23.76
2409209,Passagem - RN,22.84
2409308,Patu - RN,17.84
2409332,Santa Maria - RN,22.91
2409407,Pau dos Ferros - RN,13.69
2409506,Pedra Grande - RN,21.38
2409605,Pedra Preta - RN,15.47
2409704,Pedro Avelino - RN,23.13
2409803,Pedro Velho - RN,22.28
2409902,Pendências - RN,21.9
2410009,Pilões - RN,26.58
2410108,Poço Branco - RN,30.23
2410207,Portalegre - RN,21.06
2410256,Porto do Mangue - RN,19.34
2410306,Serra Caiada - RN,31.03
2410405,Pureza - RN,29.2
2410504,Rafael Fernandes - RN,14.54
2410603,Rafael Godeiro - RN,30.35
2410702,Riacho da Cruz - RN,22.42
2410801,Riacho de Santana - RN,16.89
2410900,Riachuelo - RN,21.87
2411007,Rodolfo Fernandes - RN,20.49
2411056,Tibau - RN,13.23
2411106,Ruy Barbosa - RN,33.39
2411205,Santa Cruz - RN,18.52
2411403,Santana do Matos - RN,18.92
2411429,Santana do Seridó - RN,20.41
2411502,Santo Antônio - RN,33.15
2411601,São Bento do Norte - RN,17.11
2411700,São Bento do Trairí - RN,33.23
2411809,São Fernando - RN,17.87
2411908,São Francisco do Oeste - RN,20.08
2412005,São Gonçalo do Amarante - RN,12.53
2412104,São João do Sabugi - RN,22.16
2412203,São José de Mipibu - RN,17.76
2412302,São José do Campestre - RN,26.02
2412401,São José do Seridó - RN,9.15
2412500,São Miguel - RN,17.82
2412559,São Miguel do Gostoso - RN,19.31
2412609,São Paulo do Potengi - RN,19.08
2412708,São Pedro - RN,27.21
2412807,São Rafael - RN,14.76
2412906,São Tomé - RN,34.8
2413003,São Vicente - RN,18.89
2413102,Senador Elói de Souza - RN,27.64
2413201,Senador Georgino Avelino - RN,25.72
2413300,Serra de São Bento - RN,29.19
2413359,Serra do Mel - RN,15.66
2413409,Serra Negra do Norte - RN,17.55
2413508,Serrinha - RN,26.63
2413557,Serrinha dos Pintos - RN,11.83
2413607,Severiano Melo - RN,18.21
2413706,Sítio Novo - RN,39.15
2413805,Taboleiro Grande - RN,13.83
2413904,Taipu - RN,34.24
2414001,Tangará - RN,27.25
2414100,Tenente Ananias - RN,13.16
2414159,Tenente Laurentino Cruz - RN,20.27
2414209,Tibau do Sul - RN,13.31
2414308,Timbaúba dos Batistas - RN,14.57
2414407,Touros - RN,27.05
2414456,Triunfo Potiguar - RN,29.38
2414506,Umarizal - RN,17.76
2414605,Upanema - RN,20.62
2414704,Várzea - RN,34.38
2414753,Venha-Ver - RN,26.94
2414803,Vera Cruz - RN,26.16
2414902,Viçosa - RN,23.39
2415008,Vila Flor - RN,28.4
2500106,Água Branca - PB,18.7
2500205,Aguiar - PB,27.78
2500304,Alagoa Grande - PB,28.04
2500403,Alagoa Nova - PB,26.99
2500502,Alagoinha - PB,30.44
2500536,Alcantil - PB,18.96
2500577,Algodão de Jandaíra - PB,12.94
2500601,Alhandra - PB,19.74
2500700,São João do Rio do Peixe - PB,16.38
2500734,Amparo - PB,21.21
2500775,Aparecida - PB,20.79
2500809,Araçagi - PB,26.09
2500908,Arara - PB,24.66
2501005,Araruna - PB,19.74
2501104,Areia - PB,22.66
2501153,Areia de Baraúnas - PB,20.65
2501203,Areial - PB,21.65
2501302,Aroeiras - PB,28.11
2501351,Assunção - PB,22.75
2501401,Baía da Traição - PB,26.2
2501500,Bananeiras - PB,22.92
2501534,Baraúna - PB,21.42
2501575,Barra de Santana - PB,24.05
2501609,Barra de Santa Rosa - PB,26.87
2501708,Barra de São Miguel - PB,24.07
2501807,Bayeux - PB,15.49
2501906,Belém - PB,25.58
2502003,Belém do Brejo do Cruz - PB,24.77
2502052,Bernardino Batista - PB,18.24
2502102,Boa Ventura - PB,29.12
2502151,Boa Vista - PB,15.5
2502201,Bom Jesus - PB,25.09
2502300,Bom Sucesso - PB,17.67
2502409,Bonito de Santa Fé - PB,24.59
2502508,Boqueirão - PB,18.84
2502607,Igaracy - PB,21.53
2502706,Borborema - PB,27.04
2502805,Brejo do Cruz - PB,17.81
2502904,Brejo dos Santos - PB,24.97
2503001,Caaporã - PB,23.83
2503100,Cabaceiras - PB,13.69
2503209,Cabedelo - PB,9.52
2503308,Cachoeira dos Índios - PB,19.44
2503407,Cacimba de Areia - PB,24.07
2503506,Cacimba de Dentro - PB,27.07
2503555,Cacimbas - PB,15.5
2503605,Caiçara - PB,32.42
2503704,Cajazeiras - PB,13.78
2503753,Cajazeirinhas - PB,28.38
2503803,Caldas Brandão - PB,23.4
2503902,Camalaú - PB,28.53
2504009,Campina Grande - PB,11.33
2504033,Capim - PB,19.73
2504074,Caraúbas - PB,23.47
2504108,Carrapateira - PB,36.34
2504157,Casserengue - PB,24.29
2504207,Catingueira - PB,17.42
2504306,Catolé do Rocha - PB,18.23
2504355,Caturité - PB,25.64
2504405,Conceição - PB,24.85
2504504,Condado - PB,25.41
2504603,Conde - PB,14.89
2504702,Congo - PB,20.43
2504801,Coremas - PB,23.95
2504850,Coxixola - PB,15.8
2504900,Cruz do Espírito Santo - PB,32.78
2505006,Cubati - PB,31.79
2505105,Cuité - PB,24.36
2505204,Cuitegi - PB,22.25
2505238,Cuité de Mamanguape - PB,29.03
2505279,Curral de Cima - PB,25.01
2505303,Curral Velho - PB,20.41
2505352,Damião - PB,19.17
2505402,Desterro - PB,16.92
2505501,Vista Serrana - PB,26.07
2505600,Diamante - PB,25.8
2505709,Dona Inês - PB,30.55
2505808,Duas Estradas - PB,32.42
2505907,Emas - PB,20.29
2506004,Esperança - PB,19.84
2506103,Fagundes - PB,25.46
2506202,Frei Martinho - PB,16.36
2506251,Gado Bravo - PB,24.14
2506301,Guarabira - PB,17.42
2506400,Gurinhém - PB,26.1
2506509,Gurjão - PB,17.45
2506608,Ibiara - PB,21.13
2506707,Imaculada - PB,24.06
2506806,Ingá - PB,27.83
2506905,Itabaiana - PB,26.65
2507002,Itaporanga - PB,21.62
2507101,Itapororoca - PB,26.87
2507200,Itatuba - PB,28.44
2507309,Jacaraú - PB,24.69
2507408,Jericó - PB,17.06
2507507,João Pessoa - PB,8.79
2507606,Juarez Távora - PB,24.46
2507705,Juazeirinho - PB,23.86
2507804,Junco do Seridó - PB,17.95
2507903,Juripiranga - PB,27.23
2508000,Juru - PB,21.02
2508109,Lagoa - PB,12.73
2508208,Lagoa de Dentro - PB,28.33
2508307,Lagoa Seca - PB,22.15
2508406,Lastro - PB,20.98
2508505,Livramento - PB,21.57
2508554,Logradouro - PB,22.82
2508604,Lucena - PB,23.04
2508703,Mãe d'Água - PB,25.7
2508802,Malta - PB,18.11
2508901,Mamanguape - PB,25.45
2509008,Manaíra - PB,20.52
2509057,Marcação - PB,34.9
2509107,Mari - PB,24.92
2509156,Marizópolis - PB,25.52
2509206,Massaranduba - PB,27.39
2509305,Mataraca - PB,28.54
2509339,Matinhas - PB,29.37
2509370,Mato Grosso - PB,22.22
2509396,Maturéia - PB,18.67
2509404,Mogeiro - PB,31.36
2509503,Montadas - PB,20.8
2509602,Monte Horebe - PB,31.11
2509701,Monteiro - PB,20.93
2509800,Mulungu - PB,28.99
2509909,Natuba - PB,24.29
2510006,Nazarezinho - PB,29.09
2510105,Nova Floresta - PB,21.81
2510204,Nova Olinda - PB,23.4
2510303,Nova Palmeira - PB,21.19
2510402,Olho d'Água - PB,24.87
2510501,Olivedos - PB,22.71
2510600,Ouro Velho - PB,26.88
2510659,Parari - PB,22.98
2510709,Passagem - PB,25.7
2510808,Patos - PB,14.71
2510907,Paulista - PB,21.65
2511004,Pedra Branca - PB,22.9
2511103,Pedra Lavrada - PB,21.13
2511202,Pedras de Fogo - PB,19.26
2511301,Piancó - PB,21.32
2511400,Picuí - PB,17.95
2511509,Pilar - PB,30.68
2511608,Pilões - PB,31.14
2511707,Pilõezinhos - PB,26.89
2511806,Pirpirituba - PB,23.93
2511905,Pitimbu - PB,17.09
2512002,Pocinhos - PB,24.86
2512036,Poço Dantas - PB,26.94
2512077,Poço de José de Moura - PB,16.07
2512101,Pombal - PB,17.69
2512200,Prata - PB,21.26
2512309,Princesa Isabel - PB,17.12
2512408,Puxinanã - PB,21.93
2512507,Queimadas - PB,16.89
2512606,Quixaba - PB,18.26
2512705,Remígio - PB,24.15
2512721,Pedro Régis - PB,30.02
2512747,Riachão - PB,32.97
2512754,Riachão do Bacamarte - PB,21.67
2512762,Riachão do Poço - PB,32.08
2512788,Riacho de Santo Antônio - PB,18.54
2512804,Riacho dos Cavalos - PB,24.94
2512903,Rio Tinto - PB,24.73
2513000,Salgadinho - PB,22.16
2513109,Salgado de São Félix - PB,28.46
2513158,Santa Cecília - PB,22.2
2513208,Santa Cruz - PB,20.3
2513307,Santa Helena - PB,21.37
2513356,Santa Inês - PB,25.62
2513406,Santa Luzia - PB,14.07
2513505,Santana de Mangueira - PB,31.3
2513604,Santana dos Garrotes - PB,32.78
2513653,Joca Claudino - PB,14.97
2513703,Santa Rita - PB,16.4
2513802,Santa Teresinha - PB,19.07
2513851,Santo André - PB,23.19
2513901,São Bento - PB,21.6
2513927,São Bentinho - PB,26.63
2513943,São Domingos do Cariri - PB,17.28
2513968,São Domingos - PB,24.95
2513984,São Francisco - PB,21.88
2514008,São João do Cariri - PB,19.09
2514107,São João do Tigre - PB,30.71
2514206,São José da Lagoa Tapada - PB,30.45
2514305,São José de Caiana - PB,23.34
2514404,São José de Espinharas - PB,22.11
2514453,São José dos Ramos - PB,26.01
2514503,São José de Piranhas - PB,25.16
2514552,São José de Princesa - PB,23.68
2514602,São José do Bonfim - PB,16.98
2514651,São José do Brejo do Cruz - PB,22.47
2514701,São José do Sabugi - PB,14.28
2514800,São José dos Cordeiros - PB,20.11
2514909,São Mamede - PB,16.67
2515005,São Miguel de Taipu - PB,37.64
2515104,São Sebastião de Lagoa de Roça - PB,19.11
2515203,São Sebastião do Umbuzeiro - PB,26.8
2515302,Sapé - PB,28.06
2515401,São Vicente do Seridó - PB,29.51
2515500,Serra Branca - PB,16.33
2515609,Serra da Raiz - PB,17.0
2515708,Serra Grande - PB,29.41
2515807,Serra Redonda - PB,26.72
2515906,Serraria - PB,31.23
2515930,Sertãozinho - PB,22.67
2515971,Sobrado - PB,27.44
2516003,Solânea - PB,22.04
2516102,Soledade - PB,20.54
2516151,Sossêgo - PB,19.74
2516201,Sousa - PB,16.85
2516300,Sumé - PB,17.65
2516409,Tacima - PB,33.37
2516508,Taperoá - PB,23.27
2516607,Tavares - PB,23.01
2516706,Teixeira - PB,14.67
2516755,Tenório - PB,20.69
2516805,Triunfo - PB,20.55
2516904,Uiraúna - PB,17.47
2517001,Umbuzeiro - PB,21.95
2517100,Várzea - PB,12.69
